Comment,Predicted Class,Label
wo ho score much high verbal quant gmat have not spending much time practice verbal even though be point could score be helpful perspective absorb information not take test but fuly present proces leson life give u practice two hard reading comprehension pasage watch video get corect understod why get one wrong surprise rush even be try take time thanks realy practical advice,positive,1
thanks,positive,1
man be realy helpful wil give shout redit thanks content,positive,1
thank be helpful,positive,1
give ton confidence thank much,positive,1
be great thank much,positive,1
god video be trouble concentrate have habit rush everything get do quick would often fail,positive,1
do work lsat reading comp,positive,1
wow thank kind information,positive,1
thank,positive,1
true realistic,positive,1
please do many video test take technique question entences structure,imperative,5
have never great reading comprehension watch aply strategy be lot wel thank video,positive,1
i 've schol long want pas exam go police academy ned brush vocabulary reading,miscellaneous,6
saw video today be search something which can help ace rcs exam clat lsat like composure spent god minute understand what say atempt rcs row be perplexed se how work time be also manage god take minute usualy take much sometimes even but thing which make amaze be acuracy be able grasp every thing which pasage be try say thankyou much god tutor god technique folow religiously be gon na do god slowest rom read fast answer,positive,1
would please explain how find main idea pasage ?,interrogative,4
go slow go fast,miscellaneous,6
superb,positive,1
greting name be ely want thank much would do video how interpret poem ? get convolute reading strange structure vocabulary thank much time kep great work,positive,1
tutor please what be maximum number paragraph curent gre reading comprehension ?,imperative,5
have reading comprehension final tomorow it ’ s grade watch i ’ m fel confident thank,positive,1
god stuf thank,positive,1
slowest read fast answer be exactly what ned hear loud be stupendous,positive,1
that ’ s true tht hapen first thing say smh fail ged one point smh,negative,2
would like ask something wil do walkthrough example question paper,miscellaneous,6
hi can tel find fre rc 's explainations gre ?,interrogative,4
col man,positive,1
yes one point do agre non fiction bok tend boring but have valid point tackle test hope do get surely wil let know,positive,1
must warn advice might diferent read elsewhere god nothing i 've read elsewhere work longterm not subject,miscellaneous,6
one best video i 've watch far thank much sir realy love style teach can please make video atempt reading pasage question edexcel igcse esl paper especialy truefalsenot give questions ? qualificationfamilyinternationalgcsequalificationsubjectenglishasasecondlanguageslstatuspearsonukstatusflivespecificationcodepearsonukspecificationcodefigcsengnd,interrogative,4
best advice ever,positive,1
watch video couple day back note point mention be hard time deal rcs prior atempt rcs today oh godthey scare anymore infact i 'm start like lot have come back leave coment thanks alot mate,positive,1
wel explain can also please point how much time should one idealy spend short medium long pasage gre ?,interrogative,4
realy apreciate put video it 'l great could give strategy crush text completion section wel blank question tend complex hard comprehend thanks,positive,1
be realy efective watch video i 'm interested learn thank much,positive,1
usefulcould please tel how aces several resourceswhich mention new york timeseconomist etc,interrogative,4
thank give require confidence,positive,1
be awesome can cover question type please,positive,1
